,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
407,Non-Rural,68,73,64,6,0,0,The University of Melbourne,6.793,0.0,,0.0,,The University of Wollongong,,0.0,,0.0,,0.0,
408,Non-Rural,69,70,74,0,0,0,The University of Western Australia,7,Deakin University,6.69,0.0,,0.0,,0.0,,Australian National University,6.25,0.0,
409,Rural,73,75,76,0,0,0,Deakin University,6.698,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
410,Non-Rural,74,58,74,0,2,2,The University of Queensland,6.979,0.0,,The University of Notre Dame Sydney,,0.0,,Australian National University,6.302,0.0,,0.0,
411,Non-Rural,61,76,86,0,0,0,The University of Queensland,6.859,0.0,,0.0,,Griffith University,,0.0,,0.0,,0.0,
412,Non-Rural,69,58,76,0,0,0,0.0,,The University of Melbourne,6.163,Deakin University,6.014,0.0,,Griffith University,5.144,The University of Notre Dame Fremantle,6.302,0.0,
413,Non-Rural,69,74,73,0,0,0,The University of Melbourne,6.92,0.0,,0.0,,The University of Queensland,,0.0,,0.0,,0.0,5.25
414,Non-Rural,54,80,69,2,0,0,0.0,,The University of Notre Dame Sydney,5.01,0.0,,0.0,,0.0,,The University of Melbourne,5.697,0.0,
415,Non-Rural,65,81,77,0,0,0,The University of Melbourne,6.916,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
416,Non-Rural,64,73,74,4,0,0,The University of Wollongong,55,0.0,,The University of Queensland,,0.0,,Australian National University,6.776,0.0,,0.0,
417,Non-Rural,68,58,75,0,0,0,The University of Melbourne,6.9,0.0,,Australian National University,,Deakin University,,0.0,,0.0,,0.0,6.479
418,Rural,64,85,52,0,0,0,The University of Queensland,7,The University of Melbourne,5.994,0.0,,Griffith University,,0.0,,The University of Notre Dame Sydney,6.385,0.0,
419,Rural,58,66,63.,12,0,0,Macquarie University,6.749,,6.843,0.0,,0.0,,0.0,,0.0,,0.0,
420,Non-Rural,61,75,75,2,0,0,The University of Notre Dame Sydney,6.15,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
421,Non-Rural,73,61,78,0,0,0,Deakin University,6.719,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
422,Non-Rural,82,78,80,0,4,4,The University of Melbourne,6.912,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
423,Non-Rural,61,69,60,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
424,Rural,60,74,84,8,0,0,The University of Melbourne,6.9,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
425,Non-Rural,60,68,63.,0,2,2,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
426,Non-Rural,54,80,57,0,0,0,The University of Melbourne,6.675,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
427,Non-Rural,62,61,81,2,2,2,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
428,Non-Rural,69,62,78,0,0,0,The University of Notre Dame Sydney,6.9,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
429,Rural,60,60,68,0,0,0,Australian National University,6.698,0.0,6.698,0.0,,0.0,,0.0,,0.0,,0.0,
430,Non-Rural,60,55,56,0,0,0,The University of Melbourne,6.938,0.0,,The University of Notre Dame Sydney,,0.0,,0.0,6.3,0.0,,0.0,
431,Non-Rural,70,76,76,0,0,0,The University of Melbourne,6.875,0.0,,0.0,,0.0,6.3,0.0,,0.0,,0.0,6.7
432,Non-Rural,60,78,68,0,0,0,0.0,,0.0,6.3,0.0,,0.0,,0.0,,0.0,55,0.0,
433,Non-Rural,79,89,89,0,0,0,,6.56,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
434,Non-Rural,58,61,64,0,0,0,The University of Queensland,7,0.0,,The University of Notre Dame Fremantle,,0.0,,0.0,,0.0,,0.0,
435,Non-Rural,77,86,65,0,0,0,The University of Melbourne,6.9,0.0,,0.0,,The University of Queensland,,0.0,,0.0,,0.0,55
436,Non-Rural,64,63,69,6,0,0,Macquarie University,6.927,The University of Notre Dame Sydney,6.927,Macquarie University,6.1,0.0,,0.0,,0.0,,0.0,
437,Non-Rural,65,65,81,0,0,0,The University of Wollongong,55,Griffith University,57,Deakin University,6.48,The University of Notre Dame Sydney,58,0.0,5.99,0.0,,0.0,
438,Non-Rural,55,67,80,2,2,2,0.0,,The University of Wollongong,55,0.0,,Australian National University,,0.0,,0.0,,0.0,
439,Non-Rural,68,64,73,0,0,0,Macquarie University,6.41,The University of Melbourne,6.47,The University of Queensland,5.781,0.0,,0.0,,0.0,,0.0,
440,Non-Rural,67,63.,69,0,0,0,Australian National University,6.923,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
441,Non-Rural,63.,75,84,0,0,0,The University of Wollongong,55,The University of Notre Dame Sydney,6.146,0.0,,0.0,,0.0,,0.0,,0.0,
442,Non-Rural,73,69,81,4,4,4,Griffith University,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
443,Non-Rural,62,73,69,6,0,0,The University of Melbourne,6.8,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
444,Non-Rural,75,77,77,0,0,0,The University of Melbourne,6.953,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
445,Rural,70,67,68,12,0,0,Deakin University,6.76,The University of Queensland,6.85,0.0,,0.0,,0.0,,0.0,,0.0,
446,Non-Rural,54,82,68,0,2,2,Griffith University,6.953,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
447,Rural,1,73,54,4,0,0,Deakin University,6.375,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
448,Non-Rural,74,67,62,4,4,4,The University of Queensland,7,Australian National University,6.743,0.0,,0.0,,0.0,,0.0,,0.0,
449,Non-Rural,55,69,61,0,0,0,The University of Queensland,59,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
450,Rural,62,71,61,8,0,0,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
451,Rural,62,65,74,0,0,0,The University of Notre Dame Sydney,6.969,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
452,Non-Rural,73,79,78,0,0,0,Deakin University,6.84,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
453,Non-Rural,59,74,65,2,0,0,Griffith University,6.375,0.0,,The University of Melbourne,,0.0,,0.0,6,0.0,,0.0,
454,Non-Rural,74,72,73,0,0,0,The University of Melbourne,6.48,0.0,,Australian National University,,0.0,6.33.,0.0,,0.0,,0.0,6
455,Rural,53,55,56,0,0,0,0.0,,The University of Notre Dame Sydney,6.33.,0.0,,0.0,6.6,0.0,,0.0,55,0.0,
456,Rural,59,73,57,0,0,0,Griffith University,6.612,The University of Notre Dame Sydney,6.6,0.0,,0.0,,0.0,,0.0,,0.0,
457,Rural,59,64,71,0,0,0,The University of Melbourne,6.67,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
458,Non-Rural,73,58,84,0,0,0,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
459,Rural,58,70,53,0,0,0,The University of Notre Dame Fremantle,6.97,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
460,Non-Rural,71,73,74,0,0,0,Australian National University,6.604,The University of Melbourne,6.371,0.0,,0.0,,0.0,,0.0,,0.0,
461,Non-Rural,58,71,77,0,0,0,The University of Notre Dame Sydney,6.2,0.0,,Australian National University,,0.0,,0.0,6.54,0.0,,0.0,
462,Non-Rural,59,86,70,0,0,0,The University of Melbourne,6.73,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
463,Non-Rural,65,80,62,2,0,0,Griffith University,6.57,The University of Melbourne,6.57,0.0,6.4,0.0,,0.0,,0.0,,0.0,
464,Non-Rural,68,71,65,0,0,0,The University of Melbourne,6.83,0.0,,0.0,,0.0,,0.0,6.612,0.0,,0.0,
465,Non-Rural,68,64,100,0,0,0,0.0,,Deakin University,64,0.0,,0.0,,0.0,,0.0,,The University of Notre Dame Fremantle,6.612
466,Non-Rural,61,69,75,0,2,2,0.0,,The University of Notre Dame Sydney,6.612,0.0,,0.0,,0.0,,0.0,6.612,0.0,
467,Rural,79,71,79,4,0,0,The University of Melbourne,6.45,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
468,Non-Rural,54,71,60,0,0,0,The University of Notre Dame Sydney,6.979,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
469,Non-Rural,67,64,86,0,2,2,The University of Melbourne,6.79,0.0,,0.0,,0.0,,0.0,6.272,0.0,,0.0,
470,Non-Rural,64,61,80,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
471,Non-Rural,66,82,61,0,0,0,Australian National University,6.14,The University of Melbourne,6.15,0.0,,0.0,,0.0,,0.0,6.02,0.0,
472,Rural,58,64,57,8,0,0,Macquarie University,6.62,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
473,Rural,56,59,56,0,0,0,Macquarie University,6.813,The University of Melbourne,6.794,0.0,,0.0,,0.0,,0.0,,0.0,
474,Rural,63.,64,69,14,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
475,Non-Rural,76,79,63.,0,0,0,The University of Queensland,6.26,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
476,Non-Rural,64,76,74,0,0,0,Griffith University,5.649,The University of Queensland,5.528,0.0,,0.0,,0.0,,0.0,,0.0,
477,Rural,64,55,57,8,0,0,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
478,Non-Rural,65,75,92,0,0,0,The University of Notre Dame Fremantle,6.28,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
479,Rural,57,61,56,0,0,0,Deakin University,6.396824167,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
480,Rural,59,66,61,2,0,0,The University of Melbourne,6.92,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
481,Rural,60,66,69,0,0,0,The University of Notre Dame Fremantle,6.48,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
482,Non-Rural,70,74,73,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
483,Non-Rural,64,77,67,0,0,0,The University of Queensland,6.344,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
484,Rural,1,54,56,8,0,0,The University of Melbourne,6.71,The University of Notre Dame Sydney,6.75,0.0,,0.0,6.3,0.0,,0.0,,0.0,
485,Non-Rural,63.,82,57,0,0,0,The University of Melbourne,6.93,The University of Notre Dame Sydney,6.3,0.0,,0.0,,0.0,,0.0,,0.0,
486,Non-Rural,63.,71,64,0,0,0,The University of Notre Dame Fremantle,6.3,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
487,Non-Rural,66,71,80,0,0,0,The University of Notre Dame Fremantle,6.708,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
488,Non-Rural,57,64,68,0,0,0,The University of Notre Dame Fremantle,6.68,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
489,Non-Rural,74,64,73,2,0,0,,6.93,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
490,Non-Rural,68,69,73,0,0,0,The University of Melbourne,6.93,The University of Notre Dame Fremantle,6.6,0.0,,0.0,,0.0,,0.0,,0.0,
491,Non-Rural,81,80,78,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
492,Non-Rural,70,82,70,0,0,0,The University of Queensland,6.647,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
493,0.0,,,,,,,The University of Queensland,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
