,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
371,Non-Rural,61,65,64,0.0,4th,2,2,2,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
372,Non-Rural,53,66,90,0.0,0.0,0,0,0,The University of Queensland (Greater Brisbane),7,0.0,,Deakin University,,0.0,,0.0,,0.0,,0.0,
373,Non-Rural,62,68,73,0.0,0.0,0,0,0,The University of Queensland (Greater Brisbane),6.53,The University of Wollongong,55,0.0,,0.0,6.885,0.0,,0.0,6.125,0.0,
374,Non-Rural,60,78,84,0.0,2nd,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
375,Non-Rural,58,69,50,0.0,0.0,0,0,0,Australian National University,65,0.0,,0.0,,0.0,,0.0,,0.0,6.938,0.0,
376,Rural,58,55,64,0.0,3rd,0,0,0,0.0,,0.0,,Macquarie University,,0.0,,0.0,6.125,0.0,,0.0,
377,Non-Rural,59,65,66,0.0,0.0,0,0,0,The University of Melbourne,6.94,The University of Notre Dame Sydney,6.125,0.0,,0.0,6.125,0.0,,0.0,,0.0,
378,Non-Rural,71,71,73,0.0,0.0,0,0,0,Australian National University,6.967,0.0,,Griffith University,,0.0,,0.0,,0.0,,0.0,
379,Non-Rural,64,73,72,0.0,3rd,0,0,0,The University of Queensland (DD MP),7,The University of Queensland (Greater Brisbane),7,0.0,,0.0,,0.0,,0.0,,0.0,
380,Non-Rural,58,76,64,Tier 3,4th,0,0,0,The University of Queensland (CQ-WB RMP),6.89,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
381,Non-Rural,65,57,79,Tier 3,0.0,2,2,2,The University of Notre Dame Fremantle,6.77,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
382,Non-Rural,62,67,62,0.0,4th,4,4,4,The University of Notre Dame Fremantle,6.44,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
383,Non-Rural,60,77,62,0.0,4th,4,4,4,The University of Melbourne,6.8,The University of Melbourne,6.89,0.0,,0.0,,0.0,,0.0,,0.0,
384,Non-Rural,71,67,82,0.0,0.0,0,0,0,The University of Western Australia,6.952,Griffith University,6.64,0.0,,0.0,,0.0,,0.0,,0.0,
385,Non-Rural,70,74,64,0.0,2nd,2,2,2,The University of Queensland (DD MP),5.99,Deakin University,6.44,0.0,,0.0,,0.0,,0.0,,0.0,
386,Rural,62,67,61,Tier 2,0.0,8,8,8,The University of Queensland (Greater Brisbane),6.3,0.0,,Deakin University,,0.0,,0.0,,0.0,,0.0,
387,Non-Rural,65,68,73,0.0,0.0,0,0,0,The University of Queensland (CQ-WB RMP),6.46,The University of Notre Dame Sydney,6.812,Deakin University,59,0.0,6.794,0.0,,0.0,,0.0,
388,Non-Rural,61,84,70,Tier 3,3rd,0,0,0,The University of Melbourne,6.79,The University of Melbourne,5.925,0.0,,0.0,,0.0,,0.0,,0.0,
389,Rural,66,52,70,Tier 3,0.0,8,8,8,The University of Notre Dame Sydney,6.7,0.0,,Griffith University,,0.0,,0.0,,0.0,,0.0,
390,Non-Rural,60,73,68,0.0,4th,0,0,0,Griffith University,6.458,The University of Notre Dame Sydney,65,0.0,,0.0,,0.0,,0.0,,0.0,
391,Non-Rural,70,67,82,Tier 3,2nd,2,2,2,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
392,Non-Rural,61,67,73,0.0,4th,0,0,0,The University of Melbourne,6.945,Deakin University,6.69,0.0,,0.0,,0.0,,0.0,,0.0,
393,Non-Rural,60,72,78,0.0,0.0,0,0,0,Australian National University,6.6,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
394,Non-Rural,57,64,94,0.0,0.0,0,0,0,The University of Notre Dame Sydney,6.73,The University of Melbourne,6.959,0.0,,0.0,,0.0,,0.0,,0.0,
395,Rural,63,71,70,0.0,4th,0,0,0,The University of Notre Dame Sydney,6.47,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396,Rural,73,69,76,0.0,2nd,0,0,0,Deakin University,64,The University of Melbourne,6.7,0.0,,0.0,,0.0,,0.0,,0.0,
397,Rural,61,61,55,0.0,0.0,10,10,10,Deakin University,6.95,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
398,Rural,75,64,64,0.0,4th,10,10,10,Griffith University,6.688,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
399,Non-Rural,64,69,83.,0.0,4th,2,2,2,The University of Melbourne,6.83.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
400,Non-Rural,57,87,71,0.0,0.0,0,0,0,The University of Western Australia,6.882,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
401,Non-Rural,71,63,69,0.0,0.0,0,0,0,Australian National University,6.729,The University of Melbourne,6.594,0.0,,0.0,,0.0,,0.0,,0.0,
402,Non-Rural,67,72,77,0.0,3rd,2,2,2,The University of Melbourne,6.94,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
403,Non-Rural,68,87,90,0.0,0.0,0,0,0,The University of Queensland (Greater Brisbane),7,The University of Melbourne,6.868,0.0,6.889,0.0,6.9,0.0,,0.0,,0.0,
404,Non-Rural,73,72,62,0.0,4th,0,0,0,The University of Queensland (Greater Brisbane),7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
405,Non-Rural,68,72,70,0.0,0.0,0,0,0,The University of Melbourne,6.8,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
406,Rural,62,77,57,0.0,0.0,12,12,12,The University of Queensland (DD MP),6.388,The University of Melbourne,6.775,0.0,,0.0,,0.0,,0.0,,0.0,
407,Non-Rural,71,74,69,Tier 3,0.0,0,0,0,The University of Queensland (CQ-WB RMP),7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
408,Non-Rural,65,75,71,Tier 3,3rd,2,2,2,The University of Western Australia,6.919,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
409,Non-Rural,66,64,85,0.0,0.0,0,0,0,The University of Notre Dame Sydney,6.75,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
410,Non-Rural,69,67,74,0.0,3rd,2,2,2,Griffith University,6.715,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
411,Rural,59,60,63,Tier 2,0.0,0,0,0,The University of Notre Dame Fremantle,6.644,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
412,Non-Rural,65,61,76,0.0,4th,0,0,0,The University of Western Australia,6.9,The University of Melbourne,6.775,0.0,6.75,0.0,6.75,0.0,,0.0,,0.0,
413,Non-Rural,61,69,73,0.0,0.0,0,0,0,The University of Queensland (CQ-WB RMP),55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
414,Rural,54,54,60,Tier 2,2nd,8,8,8,The University of Queensland (CQ-WB RMP),6.859,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
415,Non-Rural,62,67,66,Tier 3,4th,0,0,0,The University of Wollongong,55,Griffith University,6.9,0.0,6.9,0.0,6.9,0.0,,0.0,,0.0,
416,Non-Rural,61,71,65,0.0,3rd,2,2,2,The University of Notre Dame Fremantle,6.96,Griffith University,5.688,0.0,,0.0,,0.0,,0.0,,0.0,
417,Non-Rural,60,72,68,0.0,4th,0,0,0,The University of Queensland (Greater Brisbane),6.51,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
418,Rural,67,62,77,0.0,0.0,0,0,0,The University of Melbourne,7,The University of Notre Dame Sydney,65,0.0,,0.0,,0.0,,0.0,,0.0,
419,Non-Rural,65,60,81,0.0,0.0,0,0,0,The University of Notre Dame Sydney,6.7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
420,Non-Rural,57,64,82,0.0,4th,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
421,Non-Rural,60,62,59,0.0,0.0,0,0,0,Deakin University,6.74,0.0,,0.0,,0.0,,0.0,,0.0,6.674,0.0,
422,Rural,51,70,56,0.0,0.0,10,10,10,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
423,Non-Rural,53,72,68,0.0,0.0,0,0,0,Macquarie University,6.74,The University of Western Australia,6.604,0.0,,0.0,,0.0,,0.0,,0.0,
424,Non-Rural,57,61,71,0.0,2nd,0,0,0,The University of Notre Dame Sydney,6.57,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
425,Non-Rural,72,71,65,0.0,4th,0,0,0,The University of Notre Dame Sydney,6.87,Deakin University,6.705,0.0,6.705,0.0,6.705,0.0,,0.0,,0.0,
426,Non-Rural,61,70,62,0.0,4th,0,0,0,The University of Notre Dame Fremantle,6.86,Australian National University,6.771,0.0,,0.0,,0.0,,0.0,,0.0,
427,Non-Rural,81,66,58,0.0,4th,0,0,0,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
428,Non-Rural,67,70,81,0.0,0.0,2,2,2,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
429,Non-Rural,70,77,100,0.0,0.0,0,0,0,The University of Notre Dame Sydney,6.875,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
430,Non-Rural,56,77,64,0.0,4th,0,0,0,The University of Melbourne,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
431,Non-Rural,67,61,97,0.0,0.0,0,0,0,The University of Notre Dame Fremantle,6.87,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
432,Non-Rural,63,71,67,0.0,4th,0,0,0,The University of Notre Dame Sydney,6.725,The University of Melbourne,6.875,0.0,,0.0,,0.0,,0.0,,0.0,
433,Non-Rural,59,74,66,0.0,Ath,6,6,6,of Notre Dame Fremantle,6.87,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
434,Non-Rural,69,62,66,0.0,3rd,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
435,Non-Rural,67,74,75,0.0,4th,0,0,0,The University of Queensland (CQ-WB RMP),6.89,Deakin University,6.538,Griffith University,6.575,0.0,,0.0,,0.0,,0.0,
436,Non-Rural,64,65,65,Tier 3,0.0,2,2,2,The University of Notre Dame Sydney,6.56,The University of Notre Dame Sydney,6.87,Australian National University,6.87,0.0,6.79,0.0,,0.0,,0.0,
437,Non-Rural,66,76,88,0.0,4th,0,0,0,Macquarie University,6.98,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
438,Non-Rural,58,66,64,0.0,4th,0,0,0,Macquarie University,6.65,The University of Melbourne,6.9,0.0,,0.0,,0.0,,0.0,,0.0,
439,Non-Rural,57,66,77,0.0,1st,2,2,2,The University of Notre Dame Fremantle,6.448,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
440,Rural,60,63,64,0.0,2nd,0,0,0,Australian National University,6.84,The University of Notre Dame Sydney,6.98,0.0,,0.0,,0.0,,0.0,,0.0,
441,Non-Rural,63,73,65,0.0,0.0,0,0,0,The University of Western Australia,6.69,The University of Notre Dame Sydney,6.65,0.0,,0.0,,0.0,,0.0,,0.0,
442,Non-Rural,59,67,76,0.0,0.0,4,4,4,The University of Notre Dame Sydney,6.825,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
443,Non-Rural,61,73,77,0.0,4th,0,0,0,The University of Notre Dame Sydney,64,The University of Melbourne,6.84,Deakin University,6.84,0.0,,0.0,,0.0,,0.0,
444,Non-Rural,61,73,74,0.0,4th,0,0,0,Griffith University,7,Griffith University,6.69,The University of Queensland (Greater Brisbane),6.69,0.0,6.69,0.0,,0.0,,0.0,
445,Non-Rural,60,60,74,0.0,4th,0,0,0,Macquarie University,6.93,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
446,Non-Rural,83.,62,68,0.0,1st,0,0,0,Griffith University,6.781,0.0,,0.0,,0.0,,0.0,,0.0,6.938,0.0,
447,Rural,60,77,70,0.0,0.0,2,2,2,0.0,,of Queensland (Greater Brisbane),7,0.0,,0.0,,0.0,,0.0,,0.0,
448,Non-Rural,55,66,72,0.0,0.0,0,0,0,Griffith University,6.9,The University of Notre Dame Sydney,6.93,0.0,,0.0,,0.0,,0.0,,0.0,
449,Rural,56,62,72,0.0,0.0,2,2,2,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
450,Non-Rural,55,66,66,0.0,0.0,0,0,0,The University of Notre Dame Fremantle,6,The University of Melbourne,6.775,0.0,6.927,0.0,6.792,0.0,,0.0,,0.0,
451,Rural,71,72,50,0.0,4th,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
452,Non-Rural,64,59,70,0.0,3rd,0,0,0,The University of Western Australia,6.361,Griffith University,6.56,0.0,,0.0,,0.0,,0.0,,0.0,
453,Non-Rural,70,58,100,0.0,2nd,0,0,0,Macquarie University,6.61,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
454,Non-Rural,60,71,74,0.0,2nd,0,0,0,The University of Notre Dame Sydney,6.835,The University of Notre Dame Sydney,6.65,0.0,6.65,0.0,,0.0,,0.0,,0.0,
455,Non-Rural,54,75,78,0.0,3rd,0,0,0,Australian National University,6.88,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
456,Non-Rural,69,71,82,0.0,2nd,0,0,0,The University of Notre Dame Sydney,6.75,The University of Notre Dame Sydney,6.61,0.0,,0.0,,0.0,,0.0,,0.0,
457,Non-Rural,65,75,65,0.0,3rd,0,0,0,The University of Western Australia,6.504,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
458,Non-Rural,59,76,77,0.0,1st,0,0,0,The University of Queensland (Greater Brisbane),7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
459,Non-Rural,68,68,81,0.0,4th,0,0,0,The University of Melbourne,6.95,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
460,Non-Rural,72,72,69,0.0,0.0,0,0,0,Australian National University,6.575,The University of Melbourne,6.504,0.0,6.504,0.0,6.504,0.0,,0.0,,0.0,
461,Non-Rural,62,56,85,0.0,2nd,2,2,2,The University of Notre Dame Sydney,6.935,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
462,Non-Rural,61,72,62,0.0,4th,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
463,Non-Rural,61,65,77,0.0,4th,0,0,0,The University of Queensland (DD MP),6,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
464,Rural,57,51,70,0.0,3rd,6,6,6,The University of Melbourne,6.646,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
465,Non-Rural,64,86,67,0.0,4th,0,0,0,The University of Notre Dame Sydney,6.8,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
466,Non-Rural,62,68,85,0.0,4th,0,0,0,The University of Queensland (Greater Brisbane),7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
467,Non-Rural,75,66,69,0.0,0.0,0,0,0,Griffith University,6.688,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
468,Non-Rural,71,66,74,0.0,0.0,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
469,Non-Rural,72,77,56,0.0,0.0,0,0,0,Griffith University,6.885,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
470,Non-Rural,68,65,73,0.0,0.0,0,0,0,Deakin University,5.812,The University of Melbourne,6.646,0.0,,0.0,,0.0,,0.0,,0.0,
471,Rural,67,75,60,0.0,0.0,12,12,12,The University of Queensland (CQ-WB RMP),7,The University of Notre Dame Fremantle,5.86,0.0,5.97,0.0,,0.0,,0.0,5.54,0.0,
472,Non-Rural,60,73,61,Tier 3,Ath,4,4,4,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
473,Non-Rural,64,70,69,0.0,0.0,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
474,Non-Rural,61,71,67,0.0,0.0,2,2,2,Deakin University,6.302,The University of Notre Dame Sydney,6.615,0.0,6.615,0.0,,0.0,,0.0,,0.0,
475,Non-Rural,63,62,85,0.0,Ath,6,6,6,of Notre Dame Fremantle,6.75,Australian National University,6.11,0.0,6.11,0.0,5.92,0.0,,0.0,,0.0,
476,Non-Rural,61,69,64,0.0,Ath,0,0,0,The University of Notre Dame Sydney,6.927,Deakin University,6.857,0.0,65,0.0,,0.0,,0.0,,0.0,
477,Non-Rural,68,83,75,0.0,4th,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
478,Non-Rural,57,72,52,0.0,0.0,0,0,0,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
479,Non-Rural,68,76,64,0.0,4th,0,0,0,The University of Queensland (DD MP),6.185,The University of Melbourne,6.146,0.0,,0.0,,0.0,,0.0,,0.0,
480,Rural,61,57,69,Tier 2,1st,0,0,0,The University of Queensland (DD MP),6.647,The University of Notre Dame Sydney,6.49,0.0,,0.0,,0.0,,0.0,,0.0,
481,Non-Rural,74,64,73,Tier 3,0.0,2,2,2,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
482,Rural,63,75,50,0.0,3rd,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
483,Non-Rural,62,52,69,0.0,0.0,0,0,0,Macquarie University,7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
484,Non-Rural,67,61,67,0.0,0.0,0,0,0,The University of Notre Dame Sydney,6.88,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
485,Non-Rural,65,72,82,0.0,4th,0,0,0,Macquarie University,7,Griffith University,6,0.0,6,0.0,,0.0,,0.0,,0.0,
486,Non-Rural,67,61,67,0.0,0.0,0,0,0,The University of Queensland (CQ-WB RMP),7,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
487,Non-Rural,67,65,71,0.0,0.0,0,0,0,The University of Queensland (CQ-WB RMP),6.41,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
488,Non-Rural,62,64,82,Tier 3,3rd,0,0,0,The University of Notre Dame Sydney,6.19,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
489,Non-Rural,66,74,80,0.0,Ath,0,0,0,of Notre Dame Fremantle,6.28,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
490,Non-Rural,64,76,74,Tier 3,4th,0,0,0,The University of Western Australia,6.68,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
491,Non-Rural,75,66,70,0.0,4th,0,0,0,Australian National University,6.865,The University of Melbourne,6.117,Deakin University,6.362,0.0,6.19,0.0,,0.0,,0.0,
492,Non-Rural,65,79,74,0.0,4th,2,2,2,The University of Melbourne,6.813,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
493,Non-Rural,71,64,85,0.0,2nd,0,0,0,Australian National University,6.667,The University of Melbourne,6.68,Deakin University,6.71,0.0,,0.0,,0.0,,0.0,
494,Non-Rural,58,61,93,0.0,0.0,0,0,0,The University of Notre Dame Fremantle,6.504,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
495,Non-Rural,58,80,54,0.0,4th,0,0,0,Griffith University,6.8,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
496,Non-Rural,71,67,69,Tier 1 (CQ-WB RMP),2nd,0,0,0,The University of Queensland (CQ-WB RMP),65,The University of Melbourne,6.66,0.0,,0.0,,0.0,,0.0,,0.0,
497,Non-Rural,67,70,69,0.0,1st,0,0,0,The University of Western Australia,6.66,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
498,Rural,69,62,52,0.0,0.0,0,0,0,The University of Melbourne,6.75,The University of Notre Dame Sydney,6.8,The University of Queensland (Greater Brisbane),6.8,0.0,6.8,0.0,,0.0,,0.0,
499,Non-Rural,62,73,77,0.0,2nd,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
500,Non-Rural,59,60,67,0.0,0.0,4,4,4,The University of Notre Dame Sydney,6.993,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
501,Non-Rural,64,70,58,0.0,Ath,0,0,0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
502,Non-Rural,58,69,50,0.0,0.0,0,0,0,0.0,,Deakin University,6.958,Australian National University,6.958,0.0,6.938,0.0,,0.0,,0.0,
503,Non-Rural,65,79,59,0.0,0.0,0,0,0,rsity of Western Australia,6.969,Griffith University,6.993,0.0,,0.0,,0.0,,0.0,,0.0,
504,Non-Rural,58,68,77,0.0,3rd,2,2,2,0.0,,Griffith University,6.77,0.0,,0.0,,0.0,,0.0,,0.0,
505,Non-Rural,60,65,61,0.0,0.0,0,0,0,0.0,,The University of Queensland (Greater Brisbane),6.9,0.0,,0.0,,0.0,,0.0,,0.0,
506,Non-Rural,54,60,65,0.0,0.0,8,8,8,0.0,,The University of Melbourne,6.963,0.0,6.969,0.0,,0.0,,0.0,,0.0,
507,Non-Rural,51,50,65,0.0,0.0,2,2,2,0.0,6.88,The University of Notre Dame Sydney,6,0.0,6,0.0,6,0.0,,0.0,,0.0,
508,Non-Rural,61,64,65,0.0,Ath,0,0,0,0.0,7,Deakin University,6.802,0.0,,0.0,,0.0,,0.0,,0.0,
509,Non-Rural,71,68,60,0.0,Ath,0,0,0,0.0,6.85,Deakin University,64,0.0,,0.0,,0.0,,0.0,,0.0,
510,Rural,60,72,69,0.0,0.0,0,0,0,0.0,,The University of Wollongong,55,0.0,,0.0,,0.0,,0.0,,0.0,
511,0.0,,,,0.0,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
