,Rurality,University,GPA,GAMSAT,Final Combo Score,Raw Combo Score,Deakin Bonus,ANU Bonus,MQ Bonus (GPA),Notes,
492,Non-Rural,The University of Western Australia,6.19,73,1.61428571428571,1.61428571428571,0,0,0,-,
493,Non-Rural,The University of Western Australia,6.73,65,1.61142857142857,1.61142857142857,0,0,0,WA resident,
494,Non-Rural,The University of Western Australia,6.498,67.75,1.60578571428571,1.60578571428571,0,0,0,-,
495,Non-Rural,The University of Western Australia,5.85,76.75,1.60321428571429,1.60321428571429,0,0,0,Fairly strong portfolio (I think),
496,Non-Rural,The University of Western Australia,6.738,64,1.60257142857143,1.60257142857143,2,0,0,-,
497,Non-Rural,The University of Western Australia,6.535,66.75,1.60107142857143,1.60107142857143,2,0,0,-,
498,Non-Rural,The University of Western Australia,6.96,59.25,1.58678571428571,1.58678571428571,0,0,0,WA resident,
499,Non-Rural,The University of Western Australia,6.281,68.75,1.58478571428571,1.58478571428571,0,2,0,-,
500,Non-Rural,The University of Western Australia,6.247,68,1.57242857142857,1.57242857142857,0,0,0,"WA resident, studied bachelor honours and seperate bachelor degree",
501,Non-Rural,The University of Western Australia,6.83,58,1.55571428571429,1.55571428571429,2,0,0,-,
502,Non-Rural,The University of Western Australia,5.708,71,1.52542857142857,1.52542857142857,0,0,0,-,
503,Non-Rural,The University of Wollongong,5.5,68.25,=(C505/7+D505/100),1.6795,0,2,0,"Not WA resident, i would say portfolio was maybe slightly above average (idk?)",
504,Non-Rural,The University of Wollongong,5.5,68.5,=(C506/7+D506/100),1.67314285714286,0,0,0,-,
505,Non-Rural,The University of Wollongong,5.5,67.75,=(C507/7+D507/100),1.6715,0,0,0,-,
506,Non-Rural,The University of Wollongong,5.5,68.25,=(C508/7+D508/100),1.67107142857143,0,2,0,GAM,
507,Non-Rural,The University of Wollongong,5.5,72.75,=(C509/7+D509/100),1.66078571428571,0,0,0,portfolio strength (average),
508,Non-Rural,The University of Wollongong,5.5,67,=(C510/7+D510/100),1.65957142857143,0,0,0,Thought I had a good portfolio but guess not?,
509,Non-Rural,The University of Wollongong,5.5,66,=(C511/7+D511/100),1.65857142857143,2,0,0,-,
510,Non-Rural,The University of Wollongong,5.5,66.75,=(C512/7+D512/100),1.65564285714286,0,0,0,-,
511,Non-Rural,The University of Wollongong,5.5,66.75,=(C513/7+D513/100),1.65261428571429,0,0,0,-,
512,Non-Rural,The University of Wollongong,5.5,71,=(C514/7+D514/100),1.649,0,0,0,-,
513,Non-Rural,The University of Wollongong,5.5,67.25,=(C515/7+D515/100),1.62792857142857,0,2,0,-,
514,Non-Rural,The University of Wollongong,5.5,65,=(C516/7+D516/100),1.62614285714286,2,0,3,-,
515,Non-Rural,The University of Wollongong,5.5,64,=(C517/7+D517/100),1.61857142857143,2,0,0,-,
516,Non-Rural,The University of Wollongong,5.5,67.25,=(C518/7+D518/100),1.61707142857143,0,0,0,Below average portfolio,
517,Non-Rural,The University of Wollongong,5.5,66,=(C519/7+D519/100),1.61357142857143,0,0,0,Average,
518,Non-Rural,The University of Wollongong,5.5,65,=(C520/7+D520/100),1.61142857142857,0,0,0,WA resident,
519,Non-Rural,The University of Wollongong,5.5,61.75,=(C521/7+D521/100),1.60707142857143,0,0,3,-,
520,Non-Rural,The University of Wollongong,5.5,61,=(C522/7+D522/100),1.60185714285714,0,2,0,"Top quartile CASPER, above average-strong diverse portfolio spread over 12 years of experience.",
521,Non-Rural,The University of Wollongong,5.5,63,=(C523/7+D523/100),1.59728571428571,0,2,3,average portfolio,
522,Non-Rural,The University of Wollongong,5.5,63.25,=(C524/7+D524/100),1.58935714285714,6,2,0,-,
523,Non-Rural,The University of Wollongong,5.5,64.25,=(C525/7+D525/100),1.58907142857143,2,0,0,I assumed my portfolio was good to at least get an interview offer.,
524,Non-Rural,The University of Wollongong,5.5,68.75,=(C526/7+D526/100),1.5875,0,0,0,-,
525,Non-Rural,The University of Wollongong,5.5,59.25,=(C527/7+D527/100),1.58678571428571,0,0,0,WA resident,
526,Non-Rural,The University of Wollongong,5.5,60.75,=(C528/7+D528/100),1.57621428571429,2,0,0,-,
527,Non-Rural,The University of Wollongong,5.5,63.5,=(C529/7+D529/100),1.56214285714286,0,2,0,above average portfolio,
528,Non-Rural,The University of Wollongong,5.5,65.75,=(C530/7+D530/100),1.56178571428571,6,2,0,thought I had a strong portfolio,
529,Non-Rural,The University of Wollongong,5.5,65.75,=(C531/7+D531/100),1.56178571428571,2,0,0,-,
530,Non-Rural,The University of Wollongong,5.5,58.75,=(C532/7+D532/100),1.55178571428571,0,0,0,Strong Portfolio,
531,Non-Rural,The University of Wollongong,5.5,58,=(C533/7+D533/100),1.55,0,0,0,"Thought I had a strong portfolio. Experience as a nurse, lots of peer support work, volunteering, high level achievements in music.",
532,Non-Rural,The University of Wollongong,5.5,65.5,=(C534/7+D534/100),1.54785714285714,4,4,0,"Strong protfolio submitted to UOW (i.e. community engagement, leadership, research contributions etc), but still no offer because GPA is based on a degree I did nearly 10 years ago.",
533,Non-Rural,The University of Wollongong,5.5,64,=(C535/7+D535/100),1.53057142857143,0,0,0,-,
534,Non-Rural,The University of Wollongong,5.5,72.25,=(C536/7+D536/100),1.51678571428571,0,0,0,-,
535,Non-Rural,The University of Wollongong,5.5,66.25,=(C537/7+D537/100),1.49107142857143,6,0,3,strong,
536,Non-Rural,The University of Wollongong,5.5,56.75,=(C538/7+D538/100),1.45321428571429,0,0,0,GAM,
537,Non-Rural,The University of Wollongong,5.5,63,=(C539/7+D539/100),1.41571428571429,0,0,0,-,
538,Rural,The University of Queensland,5.36719,74.6666666666667,1.5134080952381,1.5134080952381,8,0,0,Non UQ RMP,
539,Rural,The University of Queensland,5.48,69,1.47285714285714,1.47285714285714,0,0,0,-,
540,Rural,The University of Queensland,5.528,65.3333333333333,1.44304761904762,1.44304761904762,14,0,0,-,
541,,,,,,,,,,,
542,,,,,,,,,,,
543,,,,,,,,,,,
544,,,,,,,,,,,
